z,i_LSST_mag,z_LSST_mag,Y_WFI_mag,J_WFI_mag,H_WFI_mag,F_WFI_mag,label,spt,labela,labelb,labelc,labeld,labele,labelf
6.020232513611472,27.54751987765445,24.66954264145913,24.32711547794532,24.36504155832961,24.44715153869258,24.109133391494662,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.406429946554401,28.656245589089387,25.62241602913535,24.70447788282912,24.638739625392702,24.91164823396022,24.70726094499999,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.09041639332853,27.0644621834558,24.162055730594435,23.921700626056868,24.01070114068791,23.90363004507284,23.63219264663504,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
6.388185340747861,27.1551258441763,24.405717204435085,23.60272398467545,23.58045621494485,23.787112681398053,23.726594714958903,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.048313755172964,27.815542609593287,25.403376873244305,25.21870115955874,25.24130070237913,25.27063318419631,24.984365126973387,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
6.361434235054273,30.44504940537374,25.302658419370736,24.631316762720424,24.62458933625504,24.83570051634626,24.71605910421601,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.005944420545361,30.58706265536601,25.811582396632858,25.429116142182885,25.48820513323502,25.588981171477027,25.03760415607503,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.217562650201407,27.740150457153437,25.72035553873912,25.305812921746075,25.455884111289517,25.41286066217238,25.15272101111262,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
6.131708718591201,28.23381459001549,25.357903293397893,24.96369067752648,25.00239029093712,25.059964302907503,24.85235172129733,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.083412095857925,27.22287025609645,24.22862890628065,24.02750030734939,24.14784109172616,24.10801515150673,23.856045921961385,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
6.074681850050661,27.17750588390845,24.250034271826213,24.0874407165892,24.186493871391274,24.273043790247804,24.031488829611327,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.024482142102674,27.596302185031465,24.441562722480064,24.30532593707636,24.39563878703093,24.37427872992393,24.17806755337827,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
6.180378785530126,27.58661141972327,25.06966147225171,24.949914001981952,24.93902968028791,24.979677808571548,24.66056863754424,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
6.081857885880113,27.8339508898735,24.830749162670653,24.58590193045709,24.6449819336395,24.681385656399264,24.499778130093787,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.230942075479636,28.3086047696336,25.40458448298805,24.61531987752344,24.64006264945012,24.66692886196381,24.461459986399536,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.03147513998315,28.75965685471474,25.96793194056801,25.80778961123879,25.73758299829524,25.848289108413635,25.24928662721556,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.49974353137105,28.03917420903164,25.821577549653764,24.16988803665249,24.11301408270797,24.36167364957642,24.220437058765032,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
6.092828465727074,27.809633949401785,24.468497265088065,23.97612776626733,23.88209742528564,23.75814984418348,23.33018155653085,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
6.48066502901393,27.57505733391685,24.8299889791347,23.448218826445,23.182667844643746,23.17863198381452,22.895463805001175,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
6.117062605965863,29.255859008278595,25.78394912530796,25.1093994811828,25.01167025029464,24.90744246556966,24.47202869926853,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.109852429053326,28.435091685074365,25.63284361529515,25.60676025319872,25.522645931276955,25.44254151884453,25.27581266615612,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
6.299190084391417,27.72302930350461,24.833122977540032,23.701860372132472,23.64777324170742,23.696320820505253,23.553636320435324,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.313314081070817,29.05826716927525,25.903768326903105,25.273833424866417,25.112776468327358,25.27605700318741,25.084968026466203,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.27102125569062,27.264982319274985,24.34330620791715,23.72693443973526,23.67348333382778,23.64760897297309,23.44919682891998,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.394564278920767,28.115687563146476,25.0737056721848,24.014365094082805,23.8921619980167,23.96280179129071,23.748075080244405,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.377189489369167,29.002601842762367,25.136268171249064,23.858656825017142,23.738029291769053,23.77196928687948,23.553239210349552,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.3504283079434245,28.025001392892957,25.08917624474882,24.361897394901508,24.24335377973977,24.1892279407067,24.05985311356206,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
7.015232836886187,27.32983936900336,25.81411148484204,20.958835402784487,20.79537096342206,20.91354481776137,20.888046737367944,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.019690556683194,28.3125238082984,25.50466606792041,25.35400128771053,25.620109465000944,25.5805213704708,25.25507191006008,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
6.293333184106519,29.07705314056428,25.395793006882485,24.809068913732133,24.772431863787723,24.80825720507933,24.666215843723275,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.562488217618784,27.170128506510657,25.588787520093987,23.24380933086682,23.0238983788137,23.05474278321421,22.82263780310259,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.041358426904087,27.453603167408087,25.98348447648068,25.696870368108264,25.73538089247285,25.5516800712814,25.44125767401975,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
6.384611496315897,27.44336404672053,24.627401730141106,23.795651832233464,23.837238323914367,24.062932006475485,24.01435915849329,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.099699002129543,26.98390753455444,25.318385254652227,25.109954492474905,25.235537205791644,25.25502317039831,25.166621847720805,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
6.280834666552246,28.68067632981103,25.09314257589503,24.377472790748328,24.267576015807307,24.32829407293743,24.15828642306796,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.432772765356948,26.94195167287795,24.240790258110263,23.189748136274478,23.023927139633106,23.07436972245879,22.946242470660778,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.286126667732773,27.65717395478849,24.59816366465617,24.05129886997243,23.99468939087211,24.092484901382143,23.959929118621883,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.06914075139415,27.531601887366243,24.722275532490546,23.95021897945461,23.81769727760514,23.65941196228909,23.31827708190291,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
6.119575212275171,27.689329647156327,25.78249211607245,25.53190407477476,25.600054908168623,25.68525529118593,25.36745324821662,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.262453003294355,27.335927791003364,24.798813444187964,24.11441763367085,24.094273727954192,24.09349023357692,23.887111992283803,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.077014202903519,27.01003366589875,24.19323892416192,23.98988391219207,24.045589660502507,24.133109876695183,23.918649496086925,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.2590117795078255,29.73144789707166,25.729167408606106,25.019261337145867,24.991083144586568,24.90302659496292,24.816631252392256,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.405726004730094,27.935288474432603,24.41084156511825,23.5742155165558,23.451809858096997,23.60404296278377,23.382259068057422,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.384036213062158,27.87525417547688,24.933026753490125,24.012559134595744,23.88689607582061,23.95638958810098,23.79495179678304,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.402252880630923,27.86125727562657,24.666825885996467,23.504057688641726,23.318114249353076,23.361982475859435,23.0935864441908,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.028984519312401,28.36271078387485,25.39941356776734,25.46021428189295,25.384819813161528,25.39462736135617,25.482709734217227,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
6.040797685492902,27.35460640294298,24.93238828259101,24.28629776294672,24.430055433011,24.499872050056844,24.11212417649287,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.008048988534751,29.50354598441716,25.763119598832024,25.48269882142193,25.379248189615588,25.369935779883416,24.94452445504575,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.154083982940738,27.209438460534763,24.48674873518065,24.032260589254378,23.975851295961505,23.858915109858632,23.55430483420679,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
6.206222539664864,27.932037782454568,24.918148653995196,24.303630248397937,24.25941247008172,24.22262942141129,23.962917656070587,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.193603931206896,29.051138770409416,25.8025871336821,25.56952504326714,25.717321901697787,25.713673661322115,25.50317488324584,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.306930243730223,28.69260298790397,25.190306174219156,24.48409226029183,24.43037913554428,24.45522375942926,24.44742236122224,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.090608918293179,28.689399328370843,25.701093490235326,25.2381852250022,25.18002286990297,24.98505205786134,24.873043900865767,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
6.277185165967489,28.10597453358293,25.898618738029626,25.376157899573784,25.41899677730024,25.4570528065113,25.458348748556546,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.04817820193745,29.6109796471754,25.213355178414684,25.039421233568472,25.013082894561585,24.848093757903094,24.4536901766662,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.489188001129072,28.63221717727354,25.305669010797224,23.886000359940933,23.72743905473361,23.722286659263016,23.48541824823121,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
6.339888429960289,28.371205503544022,25.61333055805465,24.829994950485407,24.68023712363693,24.73243192014336,24.574567983063314,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.097743214255115,27.36829603658565,24.814121708793238,24.437365102646933,24.47512315533589,24.40578027481176,24.208764780007588,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
6.088087134473246,27.02717319031648,24.446636582363023,23.90850490067808,23.88055429477229,23.742883627343936,23.515620847845632,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
6.072802070508115,27.35946395594434,24.39933489078403,24.19387962833062,24.329571810753496,24.46828487572871,24.354913312764424,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.207989573016348,27.61585907294361,25.001934038513124,24.33548706343483,24.05179912152728,23.94807830336802,23.604486716510845,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
6.130240498825149,28.37470222616948,25.526542575059644,25.17758208717937,25.193509987037167,25.000973904879185,24.661150263459675,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
6.260793850638585,27.615211286607646,24.444449376003725,23.80418303896304,23.809519937742568,23.90129302045747,23.77001096300588,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.131155154901515,27.526161652920862,24.640943106228526,24.098537402523064,24.18861847423295,24.181329497241126,23.967443911033143,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.283140887634246,27.090656222679687,24.145816516621352,23.445291967227945,23.32661377731541,23.20423490234204,23.01228385841887,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
6.346063527565731,28.08591320671904,25.157716501550635,24.3783873741234,24.3525741621782,24.50275666872952,24.41166815570775,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.2279735916442505,26.89883225815251,24.46990953788281,24.11916595279444,24.129359705327737,24.269172690172567,24.12101207693571,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
6.238975064644051,27.50617057344413,24.733926474992597,24.19270188693076,24.187037146947013,24.23493209985791,24.00327551584636,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.085924850981394,28.34005626630777,24.623132157113048,24.43757985122216,24.416943479543136,24.293661747103265,23.89897468187451,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.0892968142067945,27.32420910470156,24.413708120473647,24.165374588335965,24.32069114482452,24.29433618375461,23.9984034107045,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
6.284822567695403,27.350777888202536,24.547887779211027,23.862655452165512,23.888559965832208,23.98610592431008,23.88894288336397,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.140217961003263,28.88236060360052,25.52570037227443,25.28357243804624,25.173268876056618,25.110808467798847,24.856693805751576,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.261793365298571,27.390369912659988,25.49949689533411,24.6137222199878,24.56674032503241,24.584731617361506,24.3876275398848,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
6.290408453337847,30.196822929582243,25.97229891605204,25.50500721107777,25.606235279582226,25.631865821536604,25.5021086545378,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.538016610600051,27.488582464866127,25.41760929955084,23.5286046979703,23.391993481914987,23.5178173586999,23.385683325564862,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.016120449014558,28.183920935893628,24.562460180396968,24.60208638109418,24.821524263854315,24.880438809770823,24.66105306726497,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
6.144659175580021,27.55139458051805,25.524357178365605,25.09278399328481,25.03015599748459,25.00642996985584,24.735083407176223,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
6.108766832840623,28.041624511822054,25.302431918864254,24.99821990688609,24.988261598946917,24.8558786986258,24.494115253512327,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
6.058437328470199,27.93584226815785,24.083592946103323,24.086667279599546,24.2869255429475,24.374638194979568,24.190498162461648,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.077659168012429,27.25229693743076,25.32759902697089,24.84468280807437,24.939443726622308,24.97478859969634,24.55917874824046,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
6.640747927255709,27.08740019572393,25.553811999799816,21.84716195205516,21.64456400303901,21.62482605435217,21.361904806124173,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.175396773736199,27.043343084325773,24.235768269517028,23.78814012147621,23.779070896812115,23.788590800077813,23.56365121632593,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.193230421171226,30.08147793611337,25.05505684702572,24.86019715824373,24.931879379173026,25.061167788018253,24.990220875308776,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.496838821370726,27.29057500720889,24.502055696096743,23.192448442498414,23.16605020711524,23.418997646020188,23.332437968208637,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.057364671230262,28.171475235043733,25.112637535250624,24.699171232384224,24.703554202985742,24.59154827904822,24.41214256903915,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
6.318093029197872,27.81016123035759,25.693653382217285,24.773981343581625,24.650902065760288,24.6237557978916,24.35992699940265,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
6.35328334404771,28.00126463269928,25.00007592903411,24.200314721190928,24.038397954511133,24.0784993762439,23.827726873061973,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.143787551445199,27.1040854090304,24.30554713896361,24.10295106014327,24.230480729715925,24.330947226847147,24.141177548131065,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.083409479433513,27.74648650730604,24.693470536301547,24.2323166823722,24.30205715831049,24.36014971826538,24.067238834418035,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.002659767653071,28.47315438432303,25.474048480131582,25.37406496094161,25.556170296506306,25.54989662487552,25.22827582905617,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
6.5027150000060905,27.28551631617192,24.11107492815741,22.632449474652137,22.553492092285936,22.742727452870717,22.560743528880653,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.189353401893338,28.18053078755933,25.4577033281705,24.92052028373331,24.78226635924211,24.8637638217949,24.74622062641927,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.089540334547131,27.10445324704329,24.306172891046497,23.93377719027401,24.025461497763917,23.948549755325978,23.648780249591518,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
6.174625540774103,27.919103469512308,24.946477256350803,24.711708239670752,24.790392509528807,24.78225121166957,24.618204106622173,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.246122497841293,28.505314804767423,24.9930969724878,24.332572140427693,24.24079090101402,24.30766316894551,24.024518391719894,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.374270043777904,29.963259186633007,24.62606537793129,23.81968226951157,23.78652965215766,23.889773045231163,23.715813821190448,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.169127623361902,28.323572751898404,25.41985613100403,24.789150388199083,24.743939412629327,24.84104911357884,24.68370407401648,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.11181604828438,28.862559735018745,25.352554278573503,25.054629105691237,25.155869362377096,25.292190227606195,25.16427686316208,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.25741977195522,27.726161920106332,24.27592684200684,23.898539031383905,23.98181608684212,24.15073720662397,24.01190409895688,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.178405702396129,30.118354827355933,25.837345672859023,25.21772746537064,25.177172772105347,25.032458739791853,24.74205328213221,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
6.509981522105812,29.089433715949347,25.901236707922084,24.750423299065147,24.69257646247739,24.83077063382323,24.597443405694754,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.075409461731455,28.14173521115444,25.09896690631824,24.498176408192982,24.519580833207385,24.34784961206474,24.14399247277172,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
6.517289869043617,27.36012999481277,24.79681987258201,23.19749873935285,23.12132587102204,23.303762655052584,23.19328277806444,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.158346370134908,27.44027452718528,24.478285353523123,24.13011863826333,24.149721803756847,24.29941833256518,24.031780071950703,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.008237614393704,32.40771295264364,25.916453937153516,25.3882940165421,25.578080556940503,25.42412306521146,25.137298211064405,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.064727056498563,27.11868112137445,24.240984691807,24.150481381240837,24.31629876816211,24.368654895678414,24.17065582615893,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.096153167248171,28.0702392061858,24.96850324438686,24.446399262110724,24.36412087158524,24.15076414025982,23.74341401866264,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
6.259361642411882,28.11083441980041,25.3598770466776,24.6088096924559,24.53473654855584,24.59814843027125,24.388761336756986,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.221814395792839,27.6727719901986,24.87415853524864,24.422951785491872,24.404044198691885,24.53445356721381,24.381284080020723,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.225637707855078,29.38707845720068,25.08820868423788,24.714203514414976,24.857188945774677,25.031060934218477,24.84786858067331,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.177569925288692,27.71529571770256,24.89682419366237,24.73176541814771,24.798545862261385,24.898395588846828,24.70329807631667,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.423724478948633,30.53527103330773,25.56950817937935,24.57886063897489,24.46488418061279,24.606258945701647,24.534820418728252,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.082405218105393,27.41834540385063,25.89661932975049,25.23023704697601,25.379605741926483,25.421368816101392,25.04370451523884,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
6.039451061332641,27.606206001215504,24.107643679833,23.648191102490596,23.598608284150927,23.423783189445448,23.09853602074044,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
6.127146951031672,27.36928539946339,25.047135798236297,24.706037397828982,24.813565412956663,24.759919102530347,24.525306369943824,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
6.025620671211193,27.815504463330797,25.386351636593695,24.997790546087565,24.89405989468078,24.86337945176257,24.596798761538587,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
6.113741476194789,29.73794140685392,24.39992583046394,24.105951645456983,24.064419667020157,24.05707601967702,23.78131654250426,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.044627771487068,27.785551106974204,25.919605044834288,25.08977229088404,25.00352367855109,24.906793941538947,24.579485292969416,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
6.195676841397125,27.89158085445591,25.293120603257226,24.952658093083866,24.970204142286278,24.984914859087382,24.849194320499663,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.336105181554192,27.70578540690007,25.3346452390154,24.588580972338665,24.488778629058714,24.50049737727219,24.29169677628172,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.2964494609379855,27.574417720515967,24.422587689091458,23.70094185726146,23.59815661547844,23.642446031215155,23.505422065398943,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.401073916686354,27.9738272497996,25.37005053776068,24.752762407238613,24.658548506196105,24.717868311380187,24.548339675339992,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.013387412944591,27.982913963094155,25.18180941761562,24.91741863270927,24.95322530530154,24.89193735193341,24.5794994307983,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
6.117158321026102,29.94623358251261,25.98344368563833,25.70484478261176,25.666756471364124,25.602397123590865,25.423404817783897,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.201650948630622,27.27189842923459,25.583599926328542,25.14561974211322,25.217845830011903,25.21800892331468,24.95644591933595,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.019147528717312,27.066930322508004,24.31071517191541,24.18140322215937,24.2957696128664,24.200503660657013,23.85332600299345,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
6.049185375741192,28.67801114516576,25.107882755004344,24.894301795757627,25.07564096732128,25.10645410454345,24.804850557498124,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.093746049700632,27.097935359695292,24.30108132411492,23.97657938624401,23.948860191233585,23.804270255734902,23.475218683553923,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
6.193536705310886,27.96744101210253,25.029822363174244,24.52681652406316,24.56531488395943,24.582823064987757,24.337543342086597,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.095036887714575,28.68126915340727,25.80927578011906,25.57042155108798,25.361690582088706,25.280939946508035,24.813602577908902,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
6.236171249585313,27.924625493140343,24.327535589833484,23.78655667515981,23.7198496232498,23.722320785445486,23.489704286857545,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.14351585091242,27.474471812838544,25.372910023781323,24.982491186152146,25.069293640013274,25.02958706463804,24.942572495325276,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
6.022942322934734,27.346069941281616,24.37843237947319,23.961174596389636,23.89277640305573,23.79905716277495,23.39704919521345,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.187949415200381,28.0021484147688,25.47596896697208,24.91793616803925,24.91921701638153,25.12407257456088,25.000815082241925,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.128004116645549,27.199450856137947,24.540912570018254,23.946416204177964,23.825920971722255,23.802572854690485,23.52332385471439,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6.066783373779884,27.74190784510817,25.632507771007145,25.150971851864696,25.097783867266312,25.129391463456297,24.86625135287833,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
